source,detector,type,cond,beta,se,tstat,dfe,p,q,power
7,4,hbo,PDF:group_G,-3.2468321434813,4.67355664463141,-0.694724037893281,56,0.490100750588789,0.756646772838832,0.429485189624721
7,4,hbo,Video:group_G,-8.80562736874095,4.71159602110991,-1.8689266501814,56,0.0668662555577267,0.337074044082897,0.308907637689404
7,4,hbr,PDF:group_G,-2.40905209348981,2.975375155131,-0.809663308956328,56,0.421560811105372,0.727399046613191,0.406575466132562
7,4,hbr,Video:group_G,3.26280809700429,2.95594359508405,1.1038127055031,56,0.274395008274569,0.613882577945886,0.364640044474387
7,6,hbo,PDF:group_G,6.11832388195388,5.57006569170031,1.09842939394243,56,0.276717346162857,0.613882577945886,0.365251394590494
7,6,hbo,Video:group_G,-9.0265811604892,5.57849397235642,-1.61810359663726,56,0.111259639714876,0.425689056300395,0.32215011268248
7,6,hbr,PDF:group_G,4.75229296173743,2.0238542550677,2.34813991661591,56,0.0224245469129113,0.17939637530329,0.431354545805195
7,6,hbr,Video:group_G,-5.17713511651258,2.01843877897094,-2.56492055664529,56,0.0130270344128848,0.139211864660356,0.51708078501058
7,7,hbo,PDF:group_G,7.50659746113256,5.05794575815534,1.48411980279327,56,0.143384306606184,0.485300730051698,0.330818186039705
7,7,hbo,Video:group_G,-20.9452771060167,5.08565488619536,-4.11850146632465,56,0.000126842409621506,0.00558106602334625,0.94190537148816
7,7,hbr,PDF:group_G,6.67291316423636,2.25080508818,2.9646783718763,56,0.00444486648203216,0.0977870626047075,0.670155090707212
7,7,hbr,Video:group_G,-1.53222808941771,2.27762289566485,-0.672731246394695,56,0.50388491996267,0.764515050977845,0.434461429137406
8,5,hbo,PDF:group_G,7.22082517454145,5.63496323680402,1.28143252601536,56,0.20532254085684,0.56463698735631,0.346799800109387
8,5,hbo,Video:group_G,-3.42518376810814,5.67483737895961,-0.603573906947108,56,0.548564105083373,0.780122675470353,0.451618718700751
8,5,hbr,PDF:group_G,-5.58166697718916,2.51154190501861,-2.22240646912391,56,0.0303117653093663,0.205187334401864,0.382859209057341
8,5,hbr,Video:group_G,1.02987078404307,2.51682164779404,0.409194980083607,56,0.683957442127697,0.858252183468617,0.516830841172573
8,7,hbo,PDF:group_G,1.35300203279042,7.63686880039515,0.177167117591494,56,0.860016369496505,0.969654577077145,0.661990278948193
8,7,hbo,Video:group_G,-18.0098636431067,7.58508701340405,-2.37437798818661,56,0.0210307265610477,0.17939637530329,0.441637398317182
8,7,hbr,PDF:group_G,-7.93662755703713,3.93469187818194,-2.01708997877219,56,0.0484896439399022,0.266693041669462,0.307875497565291
8,7,hbr,Video:group_G,-14.0067204638479,3.87302775656587,-3.61647820367478,56,0.000641460377338279,0.0188161710685895,0.860721556396342
